순위,ISBN,상품번호,상품명,정가,판매가,YES포인트,저자,출판사,설명,할인율(%),설명길이
95,9791189352745,124127709,내가 한 말을 내가 오해하지 않기로 함,19800,17820,990,문상훈 저,위너스북,"“그렇게 많은 문상훈을 봤는데도
여전히 새로운 문상훈의 얼굴이 이 책에 있다.” (작가 이슬아)

133만 명의 구독자를 보유한 유튜브 채널 [빠더너스]의 크리에이터 문상훈이 첫 산문집을 출간했다. 문쌤, 문이병, 문상 등 다양한 부캐로 그를 기억하는 사람들에게는 이 소식이 새삼스러울지도 모른다. 하지만 그의 오랜 팬이라면, 혹은 매체를 통해 그의 편지글 한 문장이라도 본 사람이라면 누구보다 기다려왔을 소식임이 분명하다. 

문상훈을 대표하는 [빠더너스] 채널 소개란에는 “하이퍼 리얼리즘의 콩트와 코미디 영상을 만듭니다”라고 적혀있다. 뛰어난 캐릭터 분석과 시대의 흐름을 관통하는 메시지를 담은 코미디로 웃음을 주는 것이 그의 본업인 것이다. 하지만 그는 대중을 상대로 말하는 직업을 가졌음에도 ‘말’이 가장 어렵다. 사람들이 자신의 말을 오해할까 봐 끊임없이 “자기검열”을 한다. 그러나 마침내 그는 이 책에서 고백한다. 자신의 말을 가장 오해한 사람은 문상훈, 자신이었다고.",10.0,494
96,9791169780513,143082978,2025 프로야구 가이드북,28000,25200,1400,"나유리,조은혜,이종서,윤승재,김현세 저",브레인스토어(BRAINstore),"‘프로야구 관전을 위한 새로운 준비’는 2025년도에도 이어집니다!
『2025 프로야구 가이드북』

지난 가을부터 봄까지 추위를 견디며 오매불망 기다려 온 야구 있는 날!
허전하고 심심한 저녁과 주말을 뜨겁게 채워 줄 프로야구 개막이 다가온다!

비주얼이 강조된 편집디자인, 상세하고 보기 즐거운 인포그래픽, 색다른 전력 분석과 과감한 순위 예측까지,
『2025 프로야구 가이드북』에서만 만나보세요!

2024년 10월 1일부터 2025년 3월 21일까지, 긴 시간 야구 팬들이 애타게 기다려 온 프로야구 개막! 2025시즌 정식 개막 전에 시범경기부터 찾아보며 기대에 잔뜩 부푼 야구 팬들의 갈증을 해소해 줄 『2025 프로야구 가이드북』이 다시 돌아왔다.",10.0,368
97,9788954674638,92578889,5번 레인,12500,11250,620,은소홀 글/노인경 그림 ,문학동네,"심사위원들의 환호를 불러일으킨 작품!
유례없이 강력한 지지로 문학동네어린이문학상 대상 수상
열세 살 수영부 아이들의 꿈과 사랑을 그린 『5번 레인』

제21회 문학동네어린이문학상 심사 당일, 일곱 명의 심사위원이 모인 자리는 시작부터 활기를 띠고 있었다. 예심에서부터 빼어난 작품들이 상당해 그 어느 때보다 즐거운 심사였다는 것이 모두의 공통된 의견이었다. 심사위원들은 동화로서의 강점을 또렷하게 지닌 두 작품을 두고 긴 시간 논의한 끝에, “우리 아동 서사에 새로운 물꼬를 터 줄 것”이라는 부푼 기대감으로 이례적인 공동 대상을 결정했다. 그중 한 작품이 먼저 모습을 드러낸다. 은소홀 작가의 『5번 레인』이다.

열세 살 수영부 아이들의 고락을 그린 『5번 레인』은 우리 아동청소년문학에서 드문 스포츠물이라는 점, 그 수영이라는 소재로 ‘몸과 마음의 성장’이라는 주제 의식을 훌륭하게 구현했다는 점에서 높이 평가받았다.",10.0,460
98,9788937460586,257435,싯다르타,8000,7200,400,헤르만 헤세 저/박병덕 역,민음사,,10.0,3
99,9791194743002,144093690,"국어나라 체언도시 1 : 명사, 내 이름을 찾아 줘!",14000,12600,700,진정 글/박종호 그림,주니어마리(마리북스),"초등 국어 판타지 동화 
초등 국어에서 수능 국어까지! 
국립국어원 국어문화학교 선생님의 국어나라 체언도시 명사마을 이야기 

〈국어나라〉는 국어를 사랑하고 이야기를 좋아하는 선생님이 쓰신 초등 국어 판타지 동화예요. 그 시리즈 첫 권은 ‘국어나라 체언도시 명사마을 이야기’랍니다. 어느 날, 명사마을에 몰려온 검은 안개와 괴물들을 물리치고 명사 요정들을 구하는 이야기이지요. 선생님은 국립국어원 국어문화학교에서 국어를 공부하는 선생님들에게도 국어를 가르치는 분이에요. 선생님은 항상 말씀하세요.

“국어는 어렵지 않아요. 개념을 잘 이해하고 분류만 잘하면 국어 시험 100점 받을 수 있어요. 어휘와 국어의 기본 지식을 알고 이야기를 이해해야 다른 과목도 잘할 수 있어요. 시험도 잘 볼 수 있고요. 그래서 국어가 아주 중요한 과목이에요.”

선생님은 그래서 ‘국어나라 이야기’를 쓰고 계세요.",10.0,445
100,9788969655776,140859945,2025 해커스 GSAT 삼성직무적성검사 실전모의고사 10회분,22000,19800,1100,해커스 GSAT 취업교육연구소 저,해커스잡,"온라인 GSAT의 최신 출제경향 완벽 반영!
수리/추리 영역 대비 실전모의고사 10회분 제공

최신 온라인 GSAT 완벽 반영! 수리/추리 영역 집중 공략. 실전 감각을 빠르게 끌어올리는 [GSAT 기출유형공략] & [실전모의고사 10회분]! [온라인 GSAT 응시 서비스] & [GSAT 온라인 모의고사 무료 응시권(4회분)] 제공! 합격 가능성을 높이는 [취약 유형 극복 프로그램]. 시험 전 빈출 개념 최종 점검! [수리/추리 핵심 공략집].",10.0,250
101,9791168340855,117643865,내면소통,33000,29700,1650,김주환 저,인플루엔셜,"★ 43주 연속 베스트셀러 
★ 유튜브 강연 누적 조회 수 3,600만 뷰 돌파 

“나와 세상을 바꾸는 힘은 불굴의 의지가 아니라 
실패를 두려워하지 않는 마음근력에서 나온다.”

《회복탄력성》 김주환 교수가 최신 뇌과학과 명상으로 안내하는  
모든 두려움으로부터 완전히 자유로워지는 법 

★ 최재천, 권오현, 채정호, 김봉진, 김대식, 김미경, 장동선, 최재붕 
한국 최고의 학계?경영계 리더 8인의 강력 추천!",10.0,233
102,9788934972464,23030284,사피엔스,26800,24120,1340,유발 하라리 저/조현욱 역/이태수 감수,김영사,"출간 10주년·200쇄·115만부 기념
유발 하라리 특별 서문 수록
“인공지능의 시대, 우리가 알아야 할 것은 코딩보다 인간의 마음.”

인간의 역사와 미래에 대한 가장 논쟁적이고 대담한 대서사
문명의 배를 타고 진화의 바다를 항해한 인류는 이제 어디로 나아갈 것인가!
“당신은 이 책을 사랑할 수밖에 없다.” (제레드 다이아몬드)

‘천재 사상가’(뉴욕타임스) 유발 하라리의 대표작 『사피엔스』. 이제 불황이라는 수식어가 전혀 어색하지 않은 국내 출판시장에서도 『사피엔스』는 인문교양 분야의 트렌드를 주도하며 2023년 1월 기준 ‘200쇄 발행·115만부 판매’라는 놀라운 기록을 거두고 있다. 인류 역사와 미래를 종횡무진 가로지르는 『사피엔스』의 통찰은 불확실하고 복잡한 세계를 이해하고 대비하는 데 반드시 필요하다. 책 서두에는 2011년 원서 출간 이후 10년을 돌아보고 위기 상황을 맞은 인류에게 건네는 제언이 특별 서문으로 수록되었다.",10.0,474
103,9791160806724,102819837,미술관에 가고 싶어지는 미술책,14000,12600,700,김영숙 저,휴머니스트,"청소년을 위한 유쾌한 그림 읽기 입문서

누구보다 쉽고 친근하게 그림을 소개하는 미술 이야기꾼 김영숙의 청소년을 위한 미술 입문서. 2009년 첫 출간된 후 10년 넘게 독자들의 꾸준한 사랑을 받아 온 『미술관에 가고 싶어지는 미술책』이 새롭게 개정되었다. 오늘날의 감수성에 맞게 내용을 수정하고, 일상에서 더 가까이 그림을 만날 수 있도록 한 손에 쏙 들어오는 작고 가벼운 장정으로 제작했다. 『미술관에 가고 싶어지는 미술책』은 미술관에도 가봤고, 미술책도 봤는데, 도대체 뭐가 감동적인지, 왜 다들 훌륭하다고 하는지 도통 모르겠다는 사람들을 위한 유쾌한 그림 읽기 입문서다. 저자는 독자들의 열렬한 호응을 받아 온 특유의 글맛으로 그림의 세계를 흥미진진하게 안내한다. 그림 감상에 반드시 많은 지식이 필요한 것은 아니다. 하지만 알고 보는 그림과 그냥 보는 그림은 천양지차다.",10.0,436
104,9791165046064,144251739,생수의 우물,28000,25200,280,제시카 윤 저,규장,"“인생에서 가장 위대한 일은 주님의 마음을 알아가는 것입니다!”

40년간 미국과 아프리카에서 중독자, 노숙자, 장애아를 섬긴
제시카 윤 목사가 주님과 나눈 사랑의 대화,
놀라운 영의 세계, 순종과 믿음의 고백, 기적의 이야기들
유튜브 〈제시카 윤 TV〉(5만 구독자) ‘영의 학교’ 시즌 5",10.0,163
105,9791158742515,144243860,"AI 시대, 불안한 오늘을 살아가는 너에게",17800,16020,890,이라야 저,미디어숲,"하루가 다르게 변화하는 시대,
자신의 존재를 확인하고 미래를 꿈꾸는 청소년을 위한 삶의 지침서
네모난 교실, 네모난 책, 네모에 갇힌 구속의 틀을 벗어버리자

그야말로 최첨단 과학의 시대다. 인공지능 AI를 빼놓고는 현재와 미래를 이야기하기 어렵다. 기술 산업은물론 생명공학, 경제, 금융, 언론을 넘어 문학과 음악 같은 예술 분야까지 딥러닝, 빅데이터, 가상현실, 양자 컴퓨팅, 로봇 기술이 인간의 한계를 뛰어넘으며 세상을 바꾸고 있다. 하지만 정작 청소년들은 이러한 변화의 한가운데 있으면서도 기존 교육제도의 틀에 갇혀 이를 온전히 체감하지 못한다. 점수와 등급에 매달리느라, 거대한 흐름을 읽기보다 눈앞의 문제에만 몰두한 채 초조함과 불안을 반복하고 있는 것이다. 

청소년은 누구의 부속물이 아닌, 자기 삶의 주체로서 독립적인 존재다.",10.0,415
106,9791192999739,143330924,결핍은 우리를 어떻게 변화시키는가,24800,22320,1240,"센딜 멀레이너선,엘다 샤퍼 저/이경식 역",빌리버튼,"***노벨 경제학상 수상 『넛지』 리처드 탈러 추천***
***노벨 경제학상 수상 『생각에 관한 생각』 대니얼 카너먼 추천***
***하버드대·프린스턴대 교수들이 밝혀낸 인간의 행동 원리***

실수, 망각, 성급함을 낳는 결핍이
어떻게 더 나은 삶의 토대가 되는가?

결핍의 원리에 대한 혁신적 분석을 바탕으로
세계 최고 석학들이 내놓은 삶의 해법

과도한 이자를 물며 돈을 빌리거나, 반복적으로 약속에 늦고, 다이어트를 결심해도 며칠을 못 버티는 사람들. 이처럼 경솔한 행동을 하는 사람들의 공통점은 무엇일까? 하버드대 경제학과 교수 센딜 멀레이너선과 프린스턴대 교수 엘다 샤퍼는 『결핍은 우리를 어떻게 변화시키는가』에서 흥미로운 답을 제시한다. 이들의 비합리적인 행동은 개인의 지능이나 자제력 부족이 아닌, ‘결핍’에서 비롯된다는 것이다. 

물론 결핍이 반드시 부정적인 것만은 아니다. 오히려 결핍은 우리의 잠재력을 끌어내는 원동력이 되기도 한다.",10.0,478
107,9791167742001,144417440,한국이란 무엇인가,18800,16920,940,김영민 저,어크로스,"“답이 보이지 않을 때, 우리는 물어야 한다
나는 누구인가, 여기는 어디인가, 한국이란 무엇인가”
서울대 김영민 교수, 한국의 정체성을 다시 묻다

“2024년 12월 3일, 한국은 불시착했다”
지금, 한국은 어디서 와서 어디로 가는가

정체성을 묻는 질문은 대개 위기의 순간에 제기된다. 자신이 누구이며 어디에 서 있는지를 다시 확인하지 않으면 안 될 만큼 낯설고 특이한 사태가 발생했을 때, 사람들은 비로소 근본적인 질문 앞에 선다. 2024년 12월 3일, 한밤중에 단행된 대통령의 불법 계엄령 이후 우리는 묻지 않을 수 없다. 한국 사회는 지금 어디 와 있는가? 한국은 어디서 왔고 어디로 가는가? 한국 사회를 바라보는 익숙한 관점이 무너지고, 우리가 알고 있던 세계가 균열을 일으키는 현실 속에서 ‘한국’이라는 공동체를 다시 사유하는 일은 피할 수 없는 과제가 되었다.",10.0,435
108,9788984374973,144218718,네버 라이,18500,16650,920,프리다 맥파든 저/이민희 역,밝은세상,"정신과 의사와 환자들 사이의 위험한 거래가 시작된다.
거짓말 고수와 인격 장애 환자들의 생존 게임
베스트셀러 제조기 프리다 맥파든의 반전 스릴러

『네버 라이』의 작가 프리다 맥파든은 뇌 손상 전문의이자 스릴러 작가로 활동하고 있다. 현재 20여 권의 작품을 집필했고, 출간하는 책 모두가 베스트셀러에 등재될 만큼 독자들의 반응이 뜨겁다. [아마존], [뉴욕타임스], [USA 투데이], [월스트리트 저널], [워싱턴포스트], [선데이 타임스], [퍼블리셔스 위클리]의 베스트셀러 순위에서 항상 이름을 찾아볼 수 있는 작가로 명성을 이어가고 있다. 『네버 라이』는 숀 레비 감독의 21랩스 엔터테인먼트와 [넷플릭스]가 협업해 영화로 제작할 예정이다. 

프리다 맥파든의 소설은 전 세계 40여 개국에 판권이 팔려 명실상부한 글로벌 스타 작가로 자리매김하고 있다. 『네버 라이』는 미국에서만 100만 부 이상 팔린 초특급 베스트셀러다.",10.0,466
109,9791173571961,144386834,아이의 말 연습,19900,17910,990,김성효 저,21세기북스,"28년 차 현직교사의 생생한 인사이트 

28년간 초등학교 교사로 근무한 저자는 《교사의 말 연습》, 《교사의 말 기술》 등을 집필했으며, 이 책에서는 초등학생들이 겪는 실제 사례를 바탕으로 효과적인 대처법을 소개한다.

이 대처법은 부모와 함께 연습하면서, 친구들과의 갈등 상황에서 어떻게 말해야 자신을 지키면서도 불필요한 싸움을 피할 수 있는지를 알려준다. 당황스러운 상황에서 아무 말도 하지 못하거나 감정을 표현하지 못하면 속으로 쌓여 병이 되거나 갑작스러운 폭발로 이어질 수 있다. 반대로, 공격적인 방식으로 대응하면 친구에게 상처를 주고 문제를 일으키는 아이로 인식될 위험이 있다.

따라서 상대를 다치게 하지 않으면서도 명확한 선을 긋고, 자존감을 지키는 ‘부드럽고 당당한 말하기’가 중요하다. 이를 위해서는 가정에서 부모와 함께 다양한 상황을 연출하며 꾸준히 연습하는 것이 효과적이다.",10.0,446
